Student_ID,Gender,Branch,Graduation_Year,Class_10_Percentage,Class_12_Percentage,CGPA,Active_Backlogs,Internship,Projects,Certifications,Placement_Status,Company,Job_Role,Package_LPA,Placement_Type,Placement_Season,Location
ENG0784,Male,Computer Science & Engineering,2023,88.15,92.19,7.92,0,Yes,5,1,Placed,Amazon,Software Engineer,23.58,On-Campus,August,Kolkata
ENG0785,Female,Information Technology,2022,85.56,81.66,7.19,2,No,0,1,Not Placed,,,0,,,
ENG0786,Male,Civil Engineering,2024,85.64,86.24,7.44,0,Yes,1,2,Placed,NBCC,Graduate Engineer Trainee,9.42,On-Campus,January,Pune
ENG0787,Female,Information Technology,2024,84.25,84.27,7.7,0,Yes,4,6,Placed,EXL,Business Analyst,11.53,Off-Campus,August,Bengaluru
ENG0788,Male,Mechanical Engineering,2023,82.37,62.56,6.51,0,No,0,3,Placed,Mahindra & Mahindra,Mechanical Engineer,7.36,Pool Campus,November,Pune
ENG0789,Female,Civil Engineering,2025,87.57,79.33,7.89,0,Yes,2,1,Placed,Capgemini,Software Engineer,7.95,On-Campus,September,Pune
ENG0790,Male,Computer Science & Engineering,2023,89.48,86.75,7.48,2,Yes,3,2,Not Placed,,,0,,,
ENG0791,Male,Mechanical Engineering,2025,89.29,84.47,8.46,0,Yes,3,3,Placed,Tata Power,Graduate Engineer Trainee,11.68,On-Campus,February,Delhi NCR
ENG0792,Male,Information Technology,2021,81.19,82.63,7.61,0,Yes,1,5,Placed,Wipro,DevOps Engineer,7.43,Off-Campus,September,Kolkata
ENG0793,Male,Computer Science & Engineering,2024,93.1,97.73,7.76,0,Yes,4,3,Placed,Infosys,Data Analyst,7.05,Off-Campus,November,Coimbatore
ENG0794,Male,Mechanical Engineering,2025,83.83,80.62,6.85,0,No,0,0,Not Placed,,,0,,,
ENG0795,Male,Architecture,2025,87.06,77.89,6.71,2,No,1,0,Not Placed,,,0,,,
ENG0796,Male,Information Technology,2024,84.26,85.47,8.74,0,Yes,5,2,Placed,Cognizant,Data Analyst,5.33,On-Campus,October,Coimbatore
ENG0797,Male,Electrical Engineering,2024,83.98,80.7,6.03,2,No,0,1,Not Placed,,,0,,,
ENG0798,Male,Information Technology,2023,76.11,75.99,6.25,0,No,0,0,Not Placed,,,0,,,
ENG0799,Female,Electrical Engineering,2024,87.61,83.67,7.43,1,Yes,2,2,Not Placed,,,0,,,
ENG0800,Female,Electrical Engineering,2024,99,98,9,0,Yes,5,3,Placed,L&T,Graduate Engineer Trainee,12.07,On-Campus,February,Ahmedabad
ENG0801,Female,Electrical Engineering,2025,79,63.57,5.53,0,No,2,1,Placed,Havells,Graduate Engineer Trainee,10.58,Off-Campus,December,Hyderabad
ENG0802,Male,Electrical Engineering,2023,82.57,79.21,7.19,2,No,0,3,Not Placed,,,0,,,
ENG0803,Female,Computer Science & Engineering,2021,78.43,78.8,6.5,0,No,1,0,Not Placed,,,0,,,
ENG0804,Male,Mechanical Engineering,2024,78.1,73.1,7.51,1,Yes,4,2,Placed,Tata Motors,Mechanical Engineer,9.07,Off-Campus,February,Delhi NCR
ENG0805,Male,Mechanical Engineering,2021,94.36,97.07,9.08,0,Yes,1,0,Placed,L&T,Graduate Engineer Trainee,7.67,Off-Campus,January,Pune
ENG0806,Male,Mechanical Engineering,2022,76.62,83.15,6.41,1,No,1,1,Not Placed,,,0,,,
ENG0807,Female,Computer Science & Engineering,2022,78.21,78.32,7.22,1,Yes,4,1,Placed,Atlassian,DevOps Engineer,20.83,On-Campus,September,Delhi NCR
ENG0808,Male,Electronics & Communication Engineering,2024,69.3,70.08,6.33,1,Yes,5,3,Placed,Wipro,Business Analyst,6.68,Off-Campus,March,Ahmedabad
ENG0809,Male,Electronics & Communication Engineering,2022,75.94,76.17,7.93,0,Yes,3,0,Placed,TCS,Business Analyst,5.84,Pool Campus,October,Coimbatore
ENG0810,Female,Computer Science & Engineering,2022,68.33,70.52,6.49,0,No,1,1,Placed,Capgemini,Software Engineer,6.53,Off-Campus,December,Chennai
ENG0811,Male,Information Technology,2021,87.05,84.74,8.35,1,Yes,0,1,Not Placed,,,0,,,
ENG0812,Male,Electronics & Communication Engineering,2025,99,92.93,8.55,0,Yes,4,1,Placed,Accenture,Data Analyst,7.12,On-Campus,October,Ahmedabad
ENG0813,Female,Mechanical Engineering,2024,79.07,81.07,7.77,0,Yes,6,1,Not Placed,,,0,,,
ENG0814,Male,Information Technology,2021,68.67,76.77,6.03,2,No,1,0,Not Placed,,,0,,,
ENG0815,Male,Civil Engineering,2021,89.2,78.29,6.62,1,No,0,1,Not Placed,,,0,,,
ENG0816,Female,Electrical Engineering,2024,76.18,69.78,6.11,0,No,1,1,Not Placed,,,0,,,
ENG0817,Female,Mechanical Engineering,2022,92.39,77.06,6.79,1,Yes,1,0,Placed,Tata Power,Graduate Engineer Trainee,12.22,Pool Campus,January,Pune
ENG0818,Male,Electronics & Communication Engineering,2024,79.74,85.87,8.03,0,Yes,3,5,Placed,Accenture,QA Engineer,8.64,Pool Campus,March,Kolkata
ENG0819,Female,Electronics & Communication Engineering,2023,76.95,79.46,7.24,0,No,0,1,Placed,Capgemini,Software Engineer,4.22,On-Campus,October,Kolkata
ENG0820,Male,Electrical Engineering,2025,80.58,83.97,7.7,1,No,2,4,Not Placed,,,0,,,
ENG0821,Male,Architecture,2022,88.06,76.04,7.63,1,Yes,4,3,Placed,Shapoorji Pallonji,Graduate Engineer Trainee,8.28,Off-Campus,February,Hyderabad
ENG0822,Male,Electronics & Communication Engineering,2024,80.18,92.63,7.69,0,Yes,1,0,Placed,Schneider Electric,Mechanical Engineer,11.7,Off-Campus,January,Bengaluru
ENG0823,Male,Electronics & Communication Engineering,2021,78.03,74.26,7.05,0,Yes,1,4,Placed,Cognizant,Data Analyst,7.39,Off-Campus,November,Coimbatore
ENG0824,Female,Electrical Engineering,2025,80.41,81.48,6.76,1,No,1,1,Placed,BHEL,Graduate Engineer Trainee,5.92,Off-Campus,August,Delhi NCR
ENG0825,Female,Mechanical Engineering,2025,71.83,79.85,6.67,0,Yes,2,0,Not Placed,,,0,,,
ENG0826,Male,Computer Science & Engineering,2024,85.18,76.97,7.72,0,Yes,3,0,Placed,Adobe,Data Engineer,21.57,On-Campus,September,Chennai
ENG0827,Male,Electronics & Communication Engineering,2023,67.71,66.96,5.24,3,No,0,0,Not Placed,,,0,,,
ENG0828,Male,Electronics & Communication Engineering,2022,78.45,80.09,8.59,0,Yes,6,3,Placed,Adobe,Software Engineer,24.99,On-Campus,November,Pune
ENG0829,Female,Architecture,2025,88.08,98,8.62,0,Yes,1,2,Placed,L&T,Architect,8,Pool Campus,November,Noida
ENG0830,Male,Electronics & Communication Engineering,2024,84.42,85.43,7.21,1,No,2,1,Not Placed,,,0,,,
ENG0831,Male,Electronics & Communication Engineering,2022,86.72,96.29,9.73,0,Yes,7,2,Placed,Fractal,Business Analyst,9.87,Off-Campus,September,Bengaluru
ENG0832,Male,Chemical Engineering,2023,81.48,89.55,7.6,0,Yes,3,2,Placed,Indian Oil,Graduate Engineer Trainee,5.76,On-Campus,August,Pune
ENG0833,Male,Electronics & Communication Engineering,2023,91.36,91.09,7.83,0,Yes,1,2,Placed,Accenture,QA Engineer,6.54,On-Campus,November,Bengaluru
ENG0834,Female,Computer Science & Engineering,2025,89.4,80.12,7.63,1,Yes,2,2,Placed,Infosys,QA Engineer,5.87,On-Campus,December,Pune
ENG0835,Female,Computer Science & Engineering,2024,85.57,91.6,8.76,0,No,1,3,Placed,TCS,QA Engineer,3.96,On-Campus,September,Ahmedabad
ENG0836,Male,Computer Science & Engineering,2024,89.42,76.58,7.51,0,Yes,4,0,Placed,Infosys,Software Engineer,7.09,Pool Campus,November,Mumbai
ENG0837,Female,Computer Science & Engineering,2024,88,97.21,8.02,0,Yes,2,2,Placed,Cognizant,DevOps Engineer,5.95,On-Campus,December,Pune
ENG0838,Female,Electronics & Communication Engineering,2022,78.48,80.26,7.93,0,Yes,1,3,Placed,Accenture,Business Analyst,8.08,Off-Campus,October,Bengaluru
ENG0839,Male,Mechanical Engineering,2023,71.25,54.89,6.34,0,No,1,3,Not Placed,,,0,,,
ENG0840,Male,Mechanical Engineering,2021,85.36,81.64,7.29,1,No,1,2,Not Placed,,,0,,,
ENG0841,Male,Computer Science & Engineering,2024,86.37,89.35,8.28,0,Yes,1,3,Placed,Adobe,DevOps Engineer,20.71,On-Campus,September,Kolkata
ENG0842,Female,Electrical Engineering,2023,90.72,86.38,8.39,0,No,5,3,Placed,BHEL,Electrical Engineer,7.87,On-Campus,February,Bengaluru
ENG0843,Male,Computer Science & Engineering,2023,74.51,80.89,7.77,2,Yes,4,3,Not Placed,,,0,,,
ENG0844,Male,Chemical Engineering,2022,74.75,70.11,6.25,0,No,1,1,Placed,PhonePe,Data Analyst,11.83,Off-Campus,January,Ahmedabad
ENG0845,Male,Computer Science & Engineering,2022,85.68,75.12,6.88,0,Yes,5,2,Placed,Infosys,QA Engineer,6.94,Pool Campus,August,Ahmedabad
ENG0846,Female,Electrical Engineering,2024,81.43,80.57,7.39,0,Yes,0,2,Placed,Siemens,Graduate Engineer Trainee,10.26,Pool Campus,January,Chennai
ENG0847,Male,Information Technology,2022,66.91,70.41,6.76,3,No,0,1,Not Placed,,,0,,,
ENG0848,Female,Electrical Engineering,2021,85,81.31,7.56,2,No,0,0,Not Placed,,,0,,,
ENG0849,Male,Electronics & Communication Engineering,2024,67.18,78.98,6.41,1,No,0,0,Not Placed,,,0,,,
ENG0850,Female,Mechanical Engineering,2023,74.44,69.88,5.51,1,No,1,1,Placed,Mahindra & Mahindra,Graduate Engineer Trainee,10.59,Off-Campus,November,Coimbatore
ENG0851,Male,Information Technology,2023,92.81,91.8,8.35,0,No,0,0,Placed,Mu Sigma,Data Analyst,11.57,On-Campus,August,Noida
ENG0852,Male,Architecture,2023,96.6,92.93,7.98,3,No,1,1,Not Placed,,,0,,,
ENG0853,Female,Electronics & Communication Engineering,2025,72.27,63.31,6.38,0,Yes,1,3,Not Placed,,,0,,,
ENG0854,Female,Mechanical Engineering,2022,79.36,70.29,6.1,0,Yes,5,4,Placed,Siemens,Graduate Engineer Trainee,11.38,Pool Campus,March,Coimbatore
ENG0855,Male,Civil Engineering,2024,82.34,81.84,6.69,3,No,2,0,Not Placed,,,0,,,
ENG0856,Male,Chemical Engineering,2025,96.25,98,7.66,0,Yes,1,3,Not Placed,,,0,,,
ENG0857,Female,Information Technology,2024,78.06,82.6,7.78,0,Yes,2,6,Placed,Capgemini,Data Analyst,5.47,Pool Campus,January,Pune
ENG0858,Female,Information Technology,2023,78.18,66.56,6.97,0,No,0,0,Not Placed,,,0,,,
ENG0859,Male,Information Technology,2024,94.39,69.02,6.27,2,Yes,3,2,Not Placed,,,0,,,
ENG0860,Male,Information Technology,2023,79,84.38,7.43,0,No,1,1,Not Placed,,,0,,,
ENG0861,Female,Electrical Engineering,2023,87.78,85.16,7.82,1,Yes,6,0,Not Placed,,,0,,,
ENG0862,Female,Chemical Engineering,2023,70.18,80.63,6.81,2,No,0,1,Not Placed,,,0,,,
ENG0863,Female,Chemical Engineering,2022,80.63,74.31,7.62,2,Yes,0,1,Not Placed,,,0,,,
ENG0864,Male,Electronics & Communication Engineering,2021,68.72,73.99,7.65,0,Yes,5,1,Placed,Siemens,Civil Engineer,9.83,Off-Campus,February,Ahmedabad
ENG0865,Male,Electrical Engineering,2023,73.56,81.09,7.49,0,Yes,0,3,Placed,Tata Power,Electrical Engineer,8.52,Off-Campus,February,Kolkata
ENG0866,Female,Civil Engineering,2021,88.71,83.4,6.54,0,No,3,0,Placed,Cognizant,DevOps Engineer,5.67,Pool Campus,October,Bengaluru
ENG0867,Female,Architecture,2023,81.6,78.22,7.77,0,Yes,4,4,Placed,NBCC,Graduate Engineer Trainee,8.02,On-Campus,October,Chennai
ENG0868,Female,Computer Science & Engineering,2024,79.45,79.76,6.79,1,No,3,0,Placed,Infosys,QA Engineer,4.94,On-Campus,November,Mumbai
ENG0869,Male,Electronics & Communication Engineering,2025,76.01,80.81,6.99,0,Yes,2,1,Not Placed,,,0,,,
ENG0870,Male,Civil Engineering,2021,80.23,80.08,7.47,0,Yes,1,4,Placed,DLF,Civil Engineer,10.49,On-Campus,January,Ahmedabad
ENG0871,Female,Information Technology,2024,84.41,90.12,8.64,0,Yes,1,3,Placed,EXL,Data Engineer,12.92,Pool Campus,August,Kolkata
ENG0872,Male,Electronics & Communication Engineering,2023,89.86,84.16,7.59,2,Yes,0,1,Not Placed,,,0,,,
ENG0873,Female,Chemical Engineering,2021,61,56.45,5.14,0,No,2,1,Placed,ONGC,Graduate Engineer Trainee,8.15,On-Campus,January,Delhi NCR
ENG0874,Male,Chemical Engineering,2022,75.35,90.35,7.89,1,Yes,2,1,Not Placed,,,0,,,
ENG0875,Female,Architecture,2021,83.27,78.22,6.72,0,No,1,1,Placed,NBCC,Architect,7.46,Pool Campus,January,Kolkata
ENG0876,Female,Civil Engineering,2022,81.21,76.93,6.98,3,No,0,0,Not Placed,,,0,,,
ENG0877,Male,Information Technology,2022,85.23,83.46,6.85,2,No,1,0,Not Placed,,,0,,,
ENG0878,Male,Information Technology,2023,84.14,83.58,8.42,0,Yes,2,2,Placed,Capgemini,QA Engineer,6.67,Off-Campus,September,Ahmedabad
ENG0879,Male,Electrical Engineering,2023,79.56,76.96,7.01,1,Yes,2,1,Placed,Schneider Electric,Graduate Engineer Trainee,7.97,On-Campus,March,Pune
ENG0880,Male,Electrical Engineering,2021,77.79,78.22,7.33,0,No,1,1,Placed,ABB,Electrical Engineer,9.6,On-Campus,March,Chennai
ENG0881,Male,Electronics & Communication Engineering,2022,80.04,79.75,7.19,0,Yes,6,1,Placed,Microsoft,QA Engineer,22.64,On-Campus,August,Mumbai
ENG0882,Male,Electrical Engineering,2021,91.19,89.62,8.32,0,Yes,4,3,Placed,Accenture,Data Analyst,8.59,Off-Campus,January,Mumbai
ENG0883,Female,Electronics & Communication Engineering,2023,76.14,60.61,5.6,0,No,3,2,Not Placed,,,0,,,
ENG0884,Male,Mechanical Engineering,2022,81.5,94.29,8.16,0,Yes,3,1,Placed,Tata Motors,Mechanical Engineer,9.58,On-Campus,January,Delhi NCR
ENG0885,Male,Information Technology,2023,83.47,81.57,7.16,1,No,3,0,Not Placed,,,0,,,
ENG0886,Male,Information Technology,2022,94.48,94.93,8.52,0,Yes,1,2,Not Placed,,,0,,,
ENG0887,Male,Computer Science & Engineering,2021,79.6,70.05,6.4,0,Yes,1,0,Not Placed,,,0,,,
ENG0888,Male,Computer Science & Engineering,2025,89.67,83.96,7.26,0,No,3,0,Placed,Cognizant,Software Engineer,4.38,On-Campus,January,Pune
ENG0889,Male,Civil Engineering,2021,91.86,84.19,6.54,1,No,0,0,Not Placed,,,0,,,
ENG0890,Female,Electronics & Communication Engineering,2021,81.49,91.41,8.91,0,Yes,5,0,Placed,Amazon,QA Engineer,21.42,Off-Campus,March,Bengaluru
ENG0891,Male,Information Technology,2021,80.31,76.13,7.18,1,No,2,1,Not Placed,,,0,,,
ENG0892,Female,Mechanical Engineering,2025,79.37,84.83,6.78,0,No,1,0,Not Placed,,,0,,,
ENG0893,Male,Electrical Engineering,2024,79.95,75.41,7.49,1,Yes,4,4,Placed,Havells,Electrical Engineer,8.95,On-Campus,December,Chennai
ENG0894,Male,Computer Science & Engineering,2024,88.83,83.46,7.18,1,No,2,2,Not Placed,,,0,,,
ENG0895,Female,Information Technology,2025,83.85,81.17,7.52,1,Yes,2,1,Placed,Cognizant,Data Analyst,5.58,Off-Campus,November,Noida
ENG0896,Female,Computer Science & Engineering,2021,83.88,91.9,7.74,1,No,1,1,Not Placed,,,0,,,
ENG0897,Male,Mechanical Engineering,2025,73,61.52,5.12,0,No,2,0,Not Placed,,,0,,,
ENG0898,Male,Information Technology,2022,74.26,66.49,5.62,1,No,0,2,Not Placed,,,0,,,
ENG0899,Male,Computer Science & Engineering,2024,99,80.62,7.4,1,Yes,1,4,Not Placed,,,0,,,
ENG0900,Male,Computer Science & Engineering,2023,80.58,72.82,7.08,0,No,3,0,Placed,TCS,Software Engineer,4.61,Off-Campus,March,Noida
ENG0901,Male,Electrical Engineering,2023,75.8,71.17,5.78,0,No,1,1,Not Placed,,,0,,,
ENG0902,Male,Computer Science & Engineering,2025,93.45,78.79,7.16,1,No,3,1,Placed,Google,Data Engineer,25.5,On-Campus,December,Coimbatore
ENG0903,Male,Civil Engineering,2021,84.25,78.05,6.16,0,No,0,0,Placed,DLF,Graduate Engineer Trainee,5.42,On-Campus,February,Delhi NCR
ENG0904,Male,Computer Science & Engineering,2025,86.63,70.87,7.06,0,Yes,4,0,Placed,Cognizant,Software Engineer,6.83,Pool Campus,January,Bengaluru
ENG0905,Female,Electrical Engineering,2023,80.9,73.55,6.19,1,No,1,2,Not Placed,,,0,,,
ENG0906,Female,Electronics & Communication Engineering,2024,79.45,87.99,8.24,0,Yes,3,0,Placed,Accenture,Software Engineer,5.31,On-Campus,November,Coimbatore
ENG0907,Male,Electronics & Communication Engineering,2025,80.64,83.31,6.75,1,No,1,0,Not Placed,,,0,,,
ENG0908,Male,Computer Science & Engineering,2021,70.94,74.52,7.15,1,No,1,0,Not Placed,,,0,,,
ENG0909,Male,Civil Engineering,2025,81.3,73.95,6.34,2,Yes,5,2,Not Placed,,,0,,,
ENG0910,Male,Architecture,2024,84.37,72.52,6.9,0,No,2,1,Placed,DLF,Graduate Engineer Trainee,6.77,On-Campus,December,Kolkata
ENG0911,Female,Computer Science & Engineering,2024,96.8,84.63,7.72,0,Yes,1,1,Placed,TCS,DevOps Engineer,4.78,On-Campus,February,Mumbai
ENG0912,Female,Computer Science & Engineering,2021,82.69,81.71,7.85,1,Yes,1,2,Placed,Wipro,Data Analyst,4.86,Off-Campus,December,Hyderabad
ENG0913,Female,Architecture,2023,63.33,73.57,7.27,0,Yes,2,2,Placed,NBCC,Graduate Engineer Trainee,9.61,Pool Campus,March,Coimbatore
ENG0914,Female,Electrical Engineering,2024,81.25,87.25,8.04,1,Yes,4,4,Placed,Tata Power,Electrical Engineer,6.28,On-Campus,January,Mumbai
ENG0915,Female,Computer Science & Engineering,2023,99,98,8.22,0,Yes,3,1,Placed,Capgemini,QA Engineer,5.27,On-Campus,February,Delhi NCR
ENG0916,Female,Computer Science & Engineering,2022,88.93,81.54,6.48,0,Yes,5,3,Placed,Accenture,Software Engineer,7.76,On-Campus,August,Delhi NCR
ENG0917,Male,Mechanical Engineering,2022,75.51,76.81,7.38,1,No,0,1,Not Placed,,,0,,,
ENG0918,Male,Mechanical Engineering,2025,86.73,82.8,8.28,1,Yes,2,2,Placed,Mahindra & Mahindra,Graduate Engineer Trainee,5.8,Off-Campus,January,Delhi NCR
ENG0919,Male,Electrical Engineering,2021,76.06,75.64,8.01,0,Yes,2,1,Placed,ZS Associates,Data Analyst,14.08,On-Campus,August,Mumbai
ENG0920,Male,Chemical Engineering,2024,71.17,87.64,8.03,1,Yes,6,1,Placed,Reliance Industries,Graduate Engineer Trainee,6.8,Pool Campus,March,Ahmedabad
ENG0921,Male,Electronics & Communication Engineering,2025,79.21,67.08,5.14,2,No,1,1,Not Placed,,,0,,,
ENG0922,Female,Information Technology,2021,82.73,80.41,6.69,1,Yes,7,3,Placed,Cognizant,DevOps Engineer,7.18,On-Campus,March,Pune
ENG0923,Male,Electronics & Communication Engineering,2022,67.02,78.75,6.98,0,No,1,2,Placed,Capgemini,Software Engineer,5.37,On-Campus,October,Coimbatore
ENG0924,Male,Information Technology,2024,72.81,64.34,6.04,2,No,1,2,Not Placed,,,0,,,
ENG0925,Male,Information Technology,2021,82.08,77.06,7.54,0,Yes,1,3,Not Placed,,,0,,,
ENG0926,Male,Computer Science & Engineering,2024,78.73,75.35,8.14,1,Yes,1,2,Placed,Amazon,Data Engineer,25.9,On-Campus,August,Coimbatore
ENG0927,Male,Information Technology,2024,85.16,82.31,8.11,0,Yes,6,2,Placed,Fractal,Business Analyst,15.7,On-Campus,August,Noida
ENG0928,Female,Mechanical Engineering,2024,72.28,63.04,6.49,0,Yes,3,1,Not Placed,,,0,,,
ENG0929,Male,Computer Science & Engineering,2023,87.71,89.95,8,0,Yes,0,0,Placed,Accenture,Data Analyst,5.5,On-Campus,November,Coimbatore
ENG0930,Female,Electronics & Communication Engineering,2024,72.53,79.06,7.19,0,Yes,3,3,Placed,Intel,Electrical Engineer,9.73,On-Campus,December,Kolkata
ENG0931,Male,Electrical Engineering,2024,95.14,94.92,8.52,1,Yes,2,4,Placed,L&T,Graduate Engineer Trainee,7.23,Off-Campus,October,Bengaluru
ENG0932,Male,Electrical Engineering,2022,68.27,65.11,5.73,1,No,0,1,Not Placed,,,0,,,
ENG0933,Male,Mechanical Engineering,2024,73.26,75.55,6.29,2,No,1,0,Not Placed,,,0,,,
ENG0934,Female,Civil Engineering,2025,85.34,77.71,6.69,1,Yes,2,2,Not Placed,,,0,,,
ENG0935,Female,Mechanical Engineering,2024,95.31,89.16,8.5,0,Yes,6,2,Placed,Ashok Leyland,Mechanical Engineer,7.63,On-Campus,January,Pune
ENG0936,Male,Computer Science & Engineering,2023,84.52,98,8.2,0,Yes,3,6,Placed,Infosys,Business Analyst,7.1,On-Campus,February,Mumbai
ENG0937,Female,Electronics & Communication Engineering,2022,86.5,85.55,8.88,0,Yes,1,3,Placed,Amazon,Software Engineer,30.01,Off-Campus,September,Noida
ENG0938,Male,Electrical Engineering,2021,82.14,73.29,6.74,0,Yes,3,0,Placed,Tata Power,Electrical Engineer,6.66,Off-Campus,February,Kolkata
ENG0939,Female,Information Technology,2022,73.79,76.6,8.45,0,Yes,3,4,Placed,Capgemini,Data Analyst,7.66,On-Campus,November,Bengaluru
ENG0940,Male,Computer Science & Engineering,2021,78.08,69.1,6.4,1,No,1,1,Placed,Microsoft,Data Engineer,26.16,On-Campus,October,Hyderabad
ENG0941,Male,Information Technology,2025,72.3,65.84,6.12,1,Yes,5,1,Not Placed,,,0,,,
ENG0942,Female,Electronics & Communication Engineering,2022,71.77,66.54,5.21,0,No,2,0,Not Placed,,,0,,,
ENG0943,Male,Electronics & Communication Engineering,2025,85.21,80.8,8.01,1,Yes,4,2,Placed,Adobe,Software Engineer,22.08,Pool Campus,August,Hyderabad
ENG0944,Male,Computer Science & Engineering,2022,73.01,81.32,6.75,0,No,1,0,Not Placed,,,0,,,
ENG0945,Male,Civil Engineering,2022,84.56,87.47,7.27,0,No,0,1,Placed,NBCC,Graduate Engineer Trainee,6.17,On-Campus,December,Bengaluru
ENG0946,Male,Architecture,2023,71.59,77.35,7.57,1,Yes,5,1,Placed,DLF,Architect,8.79,On-Campus,November,Mumbai
ENG0947,Female,Computer Science & Engineering,2022,84.37,75.59,7.43,0,Yes,2,3,Placed,PhonePe,Business Analyst,11.14,On-Campus,September,Mumbai
ENG0948,Female,Architecture,2024,78.09,74.78,6.72,1,No,1,3,Placed,L&T,Architect,6.47,On-Campus,March,Pune
ENG0949,Female,Computer Science & Engineering,2025,93.25,91.84,7.81,2,Yes,3,3,Not Placed,,,0,,,
ENG0950,Male,Architecture,2025,84.59,79.04,7.37,1,No,3,3,Placed,NBCC,Graduate Engineer Trainee,11.51,On-Campus,January,Noida
ENG0951,Male,Chemical Engineering,2022,91.89,86.97,7.54,0,Yes,0,2,Not Placed,,,0,,,
ENG0952,Male,Computer Science & Engineering,2024,75.95,80.06,7.47,0,No,1,2,Not Placed,,,0,,,
ENG0953,Male,Mechanical Engineering,2021,82.45,79.4,7.9,0,Yes,5,2,Placed,Bosch,Graduate Engineer Trainee,8.67,On-Campus,November,Pune
ENG0954,Male,Chemical Engineering,2025,74.15,77.2,7.1,0,Yes,2,1,Placed,BASF,Graduate Engineer Trainee,10.52,On-Campus,February,Ahmedabad
ENG0955,Female,Architecture,2023,78.69,90.17,8.46,0,Yes,3,4,Placed,L&T,Graduate Engineer Trainee,6.41,Off-Campus,March,Hyderabad
ENG0956,Female,Chemical Engineering,2023,79.9,78.72,7.49,0,Yes,1,3,Placed,Indian Oil,Graduate Engineer Trainee,8.55,Off-Campus,January,Pune
ENG0957,Female,Electrical Engineering,2022,76.19,85.4,7.82,0,Yes,2,1,Placed,Capgemini,Software Engineer,6.02,Off-Campus,September,Pune
ENG0958,Male,Computer Science & Engineering,2021,72.28,78.12,7.06,0,No,2,5,Placed,Microsoft,QA Engineer,28.43,Pool Campus,October,Chennai
ENG0959,Male,Civil Engineering,2022,70.69,62.75,6.57,1,Yes,5,4,Not Placed,,,0,,,
ENG0960,Male,Electrical Engineering,2025,63.28,59.75,6.13,0,Yes,2,3,Not Placed,,,0,,,
ENG0961,Male,Electrical Engineering,2024,73.55,69.33,7.27,0,Yes,4,4,Placed,Havells,Graduate Engineer Trainee,8.13,On-Campus,December,Noida
ENG0962,Male,Electronics & Communication Engineering,2025,87.02,79.28,7.11,0,No,0,1,Placed,Accenture,Data Analyst,4.2,Off-Campus,October,Bengaluru
ENG0963,Male,Electrical Engineering,2021,69.21,71.28,6.16,1,No,1,1,Not Placed,,,0,,,
ENG0964,Male,Computer Science & Engineering,2024,71.06,77.59,7.3,0,Yes,4,3,Placed,EXL,Data Analyst,11.95,Off-Campus,September,Ahmedabad
ENG0965,Female,Mechanical Engineering,2022,96.33,98,8.83,0,Yes,1,2,Placed,L&T,Graduate Engineer Trainee,8.34,On-Campus,January,Ahmedabad
ENG0966,Male,Computer Science & Engineering,2023,76.91,79.84,7.01,0,Yes,2,2,Placed,Microsoft,Software Engineer,26.4,On-Campus,September,Coimbatore
ENG0967,Female,Mechanical Engineering,2022,84.57,80.31,6.9,0,No,3,2,Placed,Capgemini,DevOps Engineer,5.04,On-Campus,March,Hyderabad
ENG0968,Male,Civil Engineering,2022,87.14,70.78,6.16,1,No,0,0,Not Placed,,,0,,,
ENG0969,Male,Electronics & Communication Engineering,2024,87.3,85.97,7.95,1,Yes,3,1,Placed,Google,Software Engineer,29.01,Off-Campus,August,Ahmedabad
ENG0970,Male,Electronics & Communication Engineering,2022,69.82,72.55,6.31,0,No,3,1,Not Placed,,,0,,,
ENG0971,Male,Information Technology,2023,80.15,81.39,7.51,0,No,2,1,Placed,Accenture,Software Engineer,5.8,On-Campus,March,Ahmedabad
ENG0972,Male,Chemical Engineering,2024,69.05,86.53,8.14,0,Yes,3,6,Placed,ONGC,Graduate Engineer Trainee,6.18,On-Campus,November,Bengaluru
ENG0973,Male,Mechanical Engineering,2021,99,98,8.66,0,Yes,2,2,Placed,Mahindra & Mahindra,Graduate Engineer Trainee,6.83,On-Campus,November,Pune
ENG0974,Female,Information Technology,2025,69.24,77.43,6.66,2,Yes,2,0,Not Placed,,,0,,,
ENG0975,Male,Computer Science & Engineering,2023,73.62,68.48,5.97,0,No,1,0,Not Placed,,,0,,,
ENG0976,Male,Computer Science & Engineering,2025,73.68,71.67,6.92,1,Yes,6,2,Placed,Microsoft,DevOps Engineer,27.11,On-Campus,September,Pune
ENG0977,Male,Electronics & Communication Engineering,2024,70.03,71.86,8.02,0,Yes,7,2,Not Placed,,,0,,,
ENG0978,Male,Chemical Engineering,2024,92.82,84.19,8.44,0,Yes,4,3,Placed,Asian Paints,Graduate Engineer Trainee,12.13,On-Campus,February,Bengaluru
ENG0979,Male,Mechanical Engineering,2024,99,97.75,8.37,0,Yes,3,1,Placed,Tata Motors,Graduate Engineer Trainee,6.15,On-Campus,March,Hyderabad
ENG0980,Male,Computer Science & Engineering,2025,78.19,81.14,7.77,0,Yes,3,3,Placed,Google,Data Engineer,23.65,Off-Campus,September,Pune
ENG0981,Female,Civil Engineering,2024,71.44,65.96,6.84,0,No,1,1,Placed,Tata Projects,Graduate Engineer Trainee,10.02,Off-Campus,October,Kolkata
